﻿graduate_school,壓力,/f/graduate_school/p/239477301,一上碩班被指派了工作 平常有課要上 還有新環境的壓力 覺得自己比不上別人 畢業學校也比人家差 要報告但講話一直結巴 壓力大到直接得胃潰瘍,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/240292359,從暑假進實驗室到現在 每天都是作業、報告、計畫、paper 半夜睡不著都在偷哭 覺得自己很不喜歡做這些事 每次都告訴自己讀完就有很多錢 但是每次壓力很大又被擊垮了 也不敢跟任何人說這件事⋯ 尤其是家人朋友  不敢說出考上台大可是不想讀了 大家都怎麼堅持下去的😢,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/240301145,碩一到現在也過了快1/4了 每天壓力都很大 被實驗、報告、研討會、期中考追著跑 看著版上有關壓力大想休學的文章越來越多 到底是我太草莓還是碩士生本來就這樣生活 待在實驗室的想出去，外面的想擠進來 真的是考不上痛苦，考上更痛苦,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255087660,如題，常常聽到有人會說菸酒生，好奇問一下有人是本來不抽煙，後來讀研因為壓力大才開始抽的嗎？  更-會問是因為已經大概一個月壓力破表了，幾乎都是靠酒精渡過，現在在考慮其他紓壓方式,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/241809360,為什麼讀研究所身心壓力那麼大啊啊啊啊啊,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255065597,更新：沒想到有這麼大的迴響！每一則留言我們都有看，不管是送上溫暖祝福、提供解決方案或是提出疑問的人我們都非常感謝，他說他知道自己能力真的不到教授的標準，但他學到了很多，其實一開始是做得非常有興趣的，可惜現在電池沒電了～🪫 現在休息重新充個電，在別條路上或許會有不錯的發現！ 對於所有分享了自己或是身邊同學好友鬼故事的人，沒想到一個比一個還鬼🥲很想給所有人擁抱說聲你們好棒！希望剛讀研、正在努力以及逃離地獄就業中的各位都能一切順心🧡請大家別忘記照顧自己的心靈～祝我自己也加油😂  正文： 大家好～我身為另一半看了很不捨難過所以上來發文看看大家的想法，文有些長還請大家見諒。  -男友就讀某國立大學電機碩- 指導教授是厲害的大忙人，講話很直接但撇開學術私底下人很好，曾經在男友旁邊聽過幾次線上meeting，老師講話真的是會直接擊垮學生信心的那種，大家時常都報告得很挫折。  男友的畢業project本來是三個人一起做，但一個後來受不了換題目，一個直接裝死消失Fade out，剩他自己在努力嘗試，很常卡關但都會問老師跟學長學弟討論，因為打一次實驗要花很久的時間，就這麼來到了今年，他在同一個地方卡了很久，各種討論跟在論壇網路上都無解，他才寄信詢問老師是否能給他一個方向或是讓他換題目（因為他真的做到心很累又憂鬱，已經沒有動力了），老師回覆說這已是最簡單的題目了，是大學生專題程度，如果無法解決是他自己學習能力跟程度的問題，他們無法幫助他，建議他直接找工作或換指導教授（碩四了欸⋯⋯）但他的project明明是博班學長做不出來留下的東西🥲而那個博班學長因此而沒有畢業，這樣也算大學生專題程度的東西嗎QQ  他看完老師的回覆跟我講了一些負面的話，我很難過，他覺得浪費了太多時間，他沒有經濟壓力但是爸媽給的壓力不小，開口閉口就是問要畢業了嗎，覺得他唸四年笑死人😢（或許是無心這麼說但聽了還是刺耳）目前他決定休學不唸了，想去當兵完直接工作，就當作止損跟完成夢想失敗，下週要去找老師簽同意書，結束這四年的碩班人生。我很心疼，但如果這樣他比較快樂我支持他的決定。  不知道這樣的事在工科碩中是不是不算什麼，網路上偶爾會看到類似的事情。,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/234912336,喵哈囉~  上研究所不是推甄就是考試 常常看到準備考試的人在喊壓力大 推甄的就會回說 推甄整整三年分數錙銖必較 壓力也很大  所以我有點好奇ㄚ  究竟是考試壓力大呢 還是推甄壓力比較大  各位覺得呢？,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/240195924,今年很幸運從中字推甄上頂大工科研究所，進了一個精實的lab。暑假進lab以來，每天都覺得壓力好大，雖然教授已經算不錯了（不會把人電到起飛），但可能因為程度的差異，還有自己個性的部分，常常會給自己很多無形的壓力，幾乎每天回家都會掉淚，覺得很難開心起來。 雖然很累很痛苦，但我確定我沒有休學念頭，會努力撐下去的，在這裡只是想請教各位過來人大大，有沒有什麼轉念的方法可以比較快調適好心理壓力！不然真的好無力好痛苦🫠🫠麻煩大家了🙏🏻,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/239984333,明明整個暑假都在準備推甄的相關資料，自認為所有該做的不論是成績、實習、雙主修、競賽、科技部、多益都還算有達標  但想到自己是私立學校就覺得會不會因為這樣不能上想上的系 然後就會壓力很大會想逃避 最近在請教授寫推薦信，也因為對自己很沒自信所以多找了蠻多保底學校 導致跟我最好的教授要一個人幫我弄五個學校的推薦信 雖然我全部都會整理好、擬好內容給他們 但還是覺得很愧疚😭 最近真的好累 雖然一直告訴自己這過程也是了解自己的方式 但是還是會得失心很重 祝我跟所有人都推甄順利,,,,,,,,,,
graduate_school,壓力,/f/graduate_school/p/255027641,如題（不刪文 ，留給後人參考） 小弟的朋友今年考試錄取並找到 成大電機所（非ic實驗室2年畢業涼）和中字電機所(ic實驗室2.5～3年畢業微硬） 如果未來目標想走數位ic的話該如何取捨 1.成大  優 校名贏 可自己修課且有時間學自己想學的 2年畢業且壓力相對小 缺 碩論非ic相關找工作面試沒料  2.中字  優 碩論ic找工作面試有東西聊 會接觸到較多eda tool 缺 校名輸 2.5～3年畢業  想瞭解一下出社會工作的學長姐會怎麼選擇🙏,,,,,,,,,,
